"CD_MATCH","NB_NUMERO","ID_JOUEUR","NB_TIR_ATTAQUE","NB_BUT_ATTAQUE","PCT_BUT_ATTAQUE","NB_POTEAU_ATTAQUE","PCT_POTEAU_ATTAQUE","NB_HORS_CADRE_ATTAQUE","PCT_HORS_CADRE_ATTAQUE","NB_TIR_ARRETES_ATTAQUE","PCT_TIR_ARRETES_ATTAQUE","NB_TIR_CONTRES_PAR_ADVERSAIRE_ATTAQUE","PCT_TIR_CONTRES_PAR_ADVERSAIRE_ATTAQUE","NB_TIR_ATTAQUE_BUT_VIDE","PCT_TIR_ATTAQUE_BUT_VIDE","NB_BUT_ATTAQUE_BUT_VIDE","PCT_BUT_ATTAQUE_BUT_VIDE","NB_POTEAU_ATTAQUE_BUT_VIDE","PCT_POTEAU_ATTAQUE_BUT_VIDE","NB_HORS_CADRE_ATTAQUE_BUT_VIDE","PCT_HORS_CADRE_ATTAQUE_BUT_VIDE","NB_TIR_ALL","NB_BUT_ALL","PCT_BUT_ALL","NB_POTEAU_ALL","PCT_POTEAU_ALL","NB_HORS_CADRE_ALL","PCT_HORS_CADRE_ALL","NB_TIR_ARRETES_ALL","PCT_TIR_ARRETES_ALL","PCT_ARRETS_ALL","NB_TIR_7M","NB_BUT_7M","PCT_BUT_7M","NB_POTEAU_7M","PCT_POTEAU_7M","NB_HORS_CADRE_7M","PCT_HORS_CADRE_7M","NB_TIR_ARRETES_7M","PCT_TIR_ARRETES_7M","PCT_ARRETS_7M","NB_TIR_JEU","NB_BUT_JEU","PCT_BUT_JEU","NB_POTEAU_JEU","PCT_POTEAU_JEU","NB_HORS_CADRE_JEU","PCT_HORS_CADRE_JEU","NB_TIR_ARRETES_JEU","PCT_TIR_ARRETES_JEU","PCT_ARRETS_JEU","NB_TIR_ATTAQUE_PLACEE","NB_BUT_ATTAQUE_PLACEE","PCT_BUT_ATTAQUE_PLACEE","NB_POTEAU_ATTAQUE_PLACEE","PCT_POTEAU_ATTAQUE_PLACEE","NB_HORS_CADRE_ATTAQUE_PLACEE","PCT_HORS_CADRE_ATTAQUE_PLACEE","NB_TIR_ARRETES_ATTAQUE_PLACEE","PCT_TIR_ARRETES_ATTAQUE_PLACEE","PCT_ARRETS_ATTAQUE_PLACEE","NB_TIR_CONTRE_ATTAQUE","NB_BUT_CONTRE_ATTAQUE","PCT_BUT_CONTRE_ATTAQUE","NB_POTEAU_CONTRE_ATTAQUE","PCT_POTEAU_CONTRE_ATTAQUE","NB_HORS_CADRE_CONTRE_ATTAQUE","PCT_HORS_CADRE_CONTRE_ATTAQUE","NB_TIR_ARRETES_CONTRE_ATTAQUE","PCT_TIR_ARRETES_CONTRE_ATTAQUE","PCT_ARRETS_CONTRE_ATTAQUE","NB_PDB_ATTAQUE","NB_BALLON_SORTI_ATTAQUE","PCT_BALLON_SORTI_ATTAQUE","NB_INTERCEPTION_ATTAQUE","PCT_INTERCEPTION_ATTAQUE","NB_PASSE_INCOMPLETE_ATTAQUE","PCT_PASSE_INCOMPLETE_ATTAQUE","NB_INTERCEPTION_DEFENSE","NB_FAUTE_DEFENSE","NB_2_MINUTES_DEFENSE","PCT_2_MINUTES_DEFENSE","NB_CARTON_JAUNE_DEFENSE","PCT_CARTON_JAUNE_DEFENSE","NB_CARTON_ROUGE_DEFENSE","PCT_CARTON_ROUGE_DEFENSE","NB_CARTON_BLEU_DEFENSE","NB_FAUTE_ATTAQUE","NB_2_MINUTES_ATTAQUE","PCT_2_MINUTES_ATTAQUE","NB_CARTON_JAUNE_ATTAQUE","PCT_CARTON_JAUNE_ATTAQUE","NB_CARTON_ROUGE_ATTAQUE","PCT_CARTON_ROUGE_ATTAQUE","NB_CARTON_BLEU_ATTAQUE","PCT_CARTON_BLEU_ATTAQUE","NB_PASSE_DEC","NB_HPI","NB_HPI_GOAL","NB_HPI_AUTRE","FG_SCHWENKER","TS_INSERT","TS_UPDATE"
FR-1-H_26_37_2622,"16","19761102_OMEYER_THIERRY_FR-1-H_26_FR_PSGHB_75016",,,,,,,,,,,,,,,,,,,,,14,,,,,,6,,0.3,,1,,,,,,0,,0.0,,13,,,,,,6,,0.3,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_37_2622,"69","19780531_FULOP_LASZLO_FR-1-H_26_FR_SAHB_80262",,,,,,,,,,,,,,,,,,,,,27,,,,,,7,,0.2,,2,,,,,,0,,0.0,,25,,,,,,7,,0.2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_37_2622,"01","19790517_ANNONAY_PATRICE_FR-1-H_26_FR_PSGHB_75016",,,,,,,,,,,,,,,,,,,,,15,,,,,,7,,0.3,,1,,,,,,0,,0.0,,14,,,,,,7,,0.3,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_37_2622,"01","19830930_KAPPELIN_RICHARD_FR-1-H_26_FR_SAHB_80262",,,,,,,,,,,,,,,,,,,,,16,,,,,,6,,0.3,,0,,,,,,0,,,,16,,,,,,6,,0.3,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_38_2623,"16","19761102_OMEYER_THIERRY_FR-1-H_26_FR_PSGHB_75016",,,,,,,,,,,,,,,,,,,,,24,,,,,,8,,0.3,,2,,,,,,0,,0.0,,22,,,,,,8,,0.3,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,1,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_38_2623,"16","19770711_SKOF_GORAZD_FR-1-H_26_FR_HBCN_44200",,,,,,,,,,,,,,,,,,,,,21,,,,,,8,,0.3,,3,,,,,,1,,0.3,,16,,,,,,7,,0.3,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_38_2623,"01","19790517_ANNONAY_PATRICE_FR-1-H_26_FR_PSGHB_75016",,,,,,,,,,,,,,,,,,,,,2,,,,,,0,,0.0,,1,,,,,,0,,0.0,,1,,,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_38_2623,"01","19820212_SCHULZ_MATIAS_FR-1-H_26_FR_HBCN_44200",,,,,,,,,,,,,,,,,,,,,8,,,,,,1,,0.1,,1,,,,,,0,,0.0,,7,,,,,,1,,0.1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_38_2624,"31","19780531_PLOQUIN_YOHANN_FR-1-H_26_FR_PAUC_13100",,,,,,,,,,,,,,,,,,,,,8,,,,,,1,,0.1,,2,,,,,,0,,0.0,,6,,,,,,1,,0.1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_38_2624,"12","19810814_KOSANOVIC_MILAN_FR-1-H_26_FR_IPHB_13806",,,,,,,,,,,,,,,,,,,,,8,,,,,,1,,0.1,,0,,,,,,0,,,,8,,,,,,1,,0.1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_38_2624,"01","19840205_CAPPELLE_ROBIN_FR-1-H_26_FR_PAUC_13100",,,,,,,,,,,,,,,,,,,,,24,,,,,,14,,0.4,,4,,,,,,2,,0.3,,16,,,,,,12,,0.4,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_38_2624,"01","19900503_ANDRY_PIERRE_FR-1-H_26_FR_IPHB_13806",,,,,,,,,,,,,,,,,,,,,25,,,,,,13,,0.3,,2,,,,,,0,,0.0,,23,,,,,,13,,0.4,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_38_2625,"01","19830930_KAPPELIN_RICHARD_FR-1-H_26_FR_SAHB_80262",,,,,,,,,,,,,,,,,,,,,25,,,,,,15,,0.4,,1,,,,,,0,,0.0,,24,,,,,,15,,0.4,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_38_2625,"01","19850528_ROBIN_MICKAEL_FR-1-H_26_FR_CRMHB_35510",,,,,,,,,,,,,,,,,,,,,31,,,,,,18,,0.4,,1,,,,,,0,,0.0,,30,,,,,,18,,0.4,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_38_2625,"16","19911203_BONNEFOI_KEVIN_FR-1-H_26_FR_CRMHB_35510",,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,0,,,,,,0,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_38_2625,"12","19961204_MEYER_JULIEN_FR-1-H_26_FR_SAHB_80262",,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,0.3,,1,,,,,,0,,0.0,,1,,,,,,1,,0.5,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_38_2626,"12","19811226_GENTY_YANN_FR-1-H_26_FR_CSMBHB_73000",,,,,,,,,,,,,,,,,,,,,15,,,,,,10,,0.4,,6,,,,,,0,,0.0,,9,,,,,,10,,0.5,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_38_2626,"16","19830329_ANNOTEL_WILLIAM_FR-1-H_26_FR_DHBGL_59140",,,,,,,,,,,,,,,,,,,,,2,,,,,,0,,0.0,,0,,,,,,0,,,,2,,,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_38_2626,"01","19861216_GERARD_VINCENT_FR-1-H_26_FR_DHBGL_59140",,,,,,,,,,,,,,,,,,,,,19,,,,,,10,,0.3,,2,,,,,,0,,0.0,,17,,,,,,10,,0.4,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,1,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_38_2626,"01","19930228_DIOT_MAXIME_FR-1-H_26_FR_CSMBHB_73000",,,,,,,,,,,,,,,,,,,,,2,,,,,,0,,0.0,,2,,,,,,0,,0.0,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_38_2627,"12","19821102_RISTOVSKI_BORKO_FR-1-H_26_FR_USCHB_94000",,,,,,,,,,,,,,,,,,,,,9,,,,,,5,,0.5,,0,,,,,,2,,1.0,,5,,,,,,3,,0.4,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_38_2627,"01","19840113_IDRISSI_YASSINE_FR-1-H_26_FR_USAMNG_30918",,,,,,,,,,,,,,,,,,,,,13,,,,,,5,,0.3,,5,,,,,,0,,0.0,,8,,,,,,5,,0.4,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_38_2627,"01","19870318_SUNJIC_MATE_FR-1-H_26_FR_USCHB_94000",,,,,,,,,,,,,,,,,,,,,24,,,,,,10,,0.3,,2,,,,,,1,,0.3,,20,,,,,,9,,0.3,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_38_2627,"92","19920228_DESBONNET_REMI_FR-1-H_26_FR_USAMNG_30918",,,,,,,,,,,,,,,,,,,,,14,,,,,,7,,0.3,,1,,,,,,0,,0.0,,13,,,,,,7,,0.4,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_38_2628,"01","19790503_DJUKANOVIC_SLAVISA_FR-1-H_26_FR_SRVHB_83700",,,,,,,,,,,,,,,,,,,,,23,,,,,,16,,0.4,,3,,,,,,0,,0.0,,20,,,,,,16,,0.4,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_38_2628,"16","19830224_REZAR_ALJOSA_FR-1-H_26_FR_TFHB_93290",,,,,,,,,,,,,,,,,,,,,29,,,,,,14,,0.3,,2,,,,,,1,,0.3,,25,,,,,,13,,0.3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_38_2628,"12","19870930_MALINA_MILAN_FR-1-H_26_FR_TFHB_93290",,,,,,,,,,,,,,,,,,,,,1,,,,,,0,,0.0,,1,,,,,,0,,0.0,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_38_2628,"12","19930422_DEMAILLE_ALEXANDRE_FR-1-H_26_FR_SRVHB_83700",,,,,,,,,,,,,,,,,,,,,5,,,,,,0,,0.0,,4,,,,,,0,,0.0,,1,,,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_38_2629,"16","19781206_SIFFERT_ARNAUD_FR-1-H_26_FR_MHB_34000",,,,,,,,,,,,,,,,,,,,,30,,,,,,10,,0.3,,5,,,,,,3,,0.4,,19,,,,,,7,,0.3,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_38_2629,"16","19840202_DUMOULIN_CYRIL_FR-1-H_26_FR_FTHB_31000",,,,,,,,,,,,,,,,,,,,,21,,,,,,5,,0.2,,1,,,,,,1,,0.5,,18,,,,,,4,,0.2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_38_2629,"12","19900101_PARDIN_WESLEY_FR-1-H_26_FR_FTHB_31000",,,,,,,,,,,,,,,,,,,,,15,,,,,,5,,0.3,,2,,,,,,0,,0.0,,13,,,,,,5,,0.3,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_38_2629,"12","19930111_MESNARD_KEVIN_FR-1-H_26_FR_MHB_34000",,,,,,,,,,,,,,,,,,,,,6,,,,,,2,,0.3,,1,,,,,,1,,0.5,,3,,,,,,1,,0.3,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_39_2630,"16","19770711_SKOF_GORAZD_FR-1-H_26_FR_HBCN_44200",,,,,,,,,,,,,,,,,,,,,12,,,,,,2,,0.1,,3,,,,,,0,,0.0,,9,,,,,,2,,0.2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_39_2630,"01","19820212_SCHULZ_MATIAS_FR-1-H_26_FR_HBCN_44200",,,,,,,,,,,,,,,,,,,,,14,,,,,,6,,0.3,,2,,,,,,0,,0.0,,12,,,,,,6,,0.3,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_39_2630,"16","19830329_ANNOTEL_WILLIAM_FR-1-H_26_FR_DHBGL_59140",,,,,,,,,,,,,,,,,,,,,25,,,,,,14,,0.4,,1,,,,,,0,,0.0,,24,,,,,,14,,0.4,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,1,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_39_2630,"01","19861216_GERARD_VINCENT_FR-1-H_26_FR_DHBGL_59140",,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,0,,,,,,0,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_39_2631,"31","19780531_PLOQUIN_YOHANN_FR-1-H_26_FR_PAUC_13100",,,,,,,,,,,,,,,,,,,,,33,,,,,,16,,0.4,,3,,,,,,2,,0.4,,26,,,,,,14,,0.4,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_39_2631,"01","19850528_ROBIN_MICKAEL_FR-1-H_26_FR_CRMHB_35510",,,,,,,,,,,,,,,,,,,,,15,,,,,,3,,0.2,,1,,,,,,0,,0.0,,14,,,,,,3,,0.2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_39_2631,"16","19911203_BONNEFOI_KEVIN_FR-1-H_26_FR_CRMHB_35510",,,,,,,,,,,,,,,,,,,,,19,,,,,,7,,0.3,,0,,,,,,1,,1.0,,17,,,,,,6,,0.3,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_39_2631,"16",XXXXXXXX_CVITKOVIC_MARIO_FR-1-H_26_FR_PAUC_13100,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,0,,,,,,0,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_39_2632,"12","19821102_RISTOVSKI_BORKO_FR-1-H_26_FR_USCHB_94000",,,,,,,,,,,,,,,,,,,,,24,,,,,,8,,0.3,,4,,,,,,2,,0.3,,16,,,,,,6,,0.3,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,1,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_39_2632,"16","19840202_DUMOULIN_CYRIL_FR-1-H_26_FR_FTHB_31000",,,,,,,,,,,,,,,,,,,,,21,,,,,,9,,0.3,,1,,,,,,1,,0.5,,18,,,,,,8,,0.3,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_39_2632,"01","19870318_SUNJIC_MATE_FR-1-H_26_FR_USCHB_94000",,,,,,,,,,,,,,,,,,,,,7,,,,,,2,,0.2,,0,,,,,,0,,,,7,,,,,,2,,0.2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_39_2632,"12","19900101_PARDIN_WESLEY_FR-1-H_26_FR_FTHB_31000",,,,,,,,,,,,,,,,,,,,,12,,,,,,4,,0.3,,3,,,,,,0,,0.0,,9,,,,,,4,,0.3,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_39_2633,"69","19780531_FULOP_LASZLO_FR-1-H_26_FR_SAHB_80262",,,,,,,,,,,,,,,,,,,,,6,,,,,,1,,0.1,,1,,,,,,0,,0.0,,5,,,,,,1,,0.2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_39_2633,"12","19811226_GENTY_YANN_FR-1-H_26_FR_CSMBHB_73000",,,,,,,,,,,,,,,,,,,,,23,,,,,,14,,0.4,,3,,,,,,0,,0.0,,20,,,,,,14,,0.4,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,1,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_39_2633,"01","19830930_KAPPELIN_RICHARD_FR-1-H_26_FR_SAHB_80262",,,,,,,,,,,,,,,,,,,,,24,,,,,,8,,0.3,,3,,,,,,0,,0.0,,21,,,,,,8,,0.3,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_39_2633,"01","19930228_DIOT_MAXIME_FR-1-H_26_FR_CSMBHB_73000",,,,,,,,,,,,,,,,,,,,,1,,,,,,0,,0.0,,1,,,,,,0,,0.0,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_39_2634,"01","19760725_LOSERT_VENIO_FR-1-H_26_FR_MHB_34000",,,,,,,,,,,,,,,,,,,,,9,,,,,,2,,0.2,,0,,,,,,0,,,,9,,,,,,2,,0.2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,1,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_39_2634,"16","19781206_SIFFERT_ARNAUD_FR-1-H_26_FR_MHB_34000",,,,,,,,,,,,,,,,,,,,,19,,,,,,11,,0.4,,1,,,,,,0,,0.0,,18,,,,,,11,,0.4,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_39_2634,"01","19790503_DJUKANOVIC_SLAVISA_FR-1-H_26_FR_SRVHB_83700",,,,,,,,,,,,,,,,,,,,,4,,,,,,1,,0.3,,2,,,,,,1,,0.3,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_39_2634,"12","19930422_DEMAILLE_ALEXANDRE_FR-1-H_26_FR_SRVHB_83700",,,,,,,,,,,,,,,,,,,,,30,,,,,,11,,0.3,,1,,,,,,0,,0.0,,29,,,,,,11,,0.3,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_39_2635,"16","19761102_OMEYER_THIERRY_FR-1-H_26_FR_PSGHB_75016",,,,,,,,,,,,,,,,,,,,,11,,,,,,17,,0.6,,3,,,,,,0,,0.0,,8,,,,,,17,,0.7,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,3,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_39_2635,"01","19790517_ANNONAY_PATRICE_FR-1-H_26_FR_PSGHB_75016",,,,,,,,,,,,,,,,,,,,,8,,,,,,4,,0.3,,0,,,,,,0,,,,8,,,,,,4,,0.3,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_39_2635,"12","19810814_KOSANOVIC_MILAN_FR-1-H_26_FR_IPHB_13806",,,,,,,,,,,,,,,,,,,,,18,,,,,,7,,0.3,,3,,,,,,0,,0.0,,15,,,,,,7,,0.3,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_39_2635,"01","19900503_ANDRY_PIERRE_FR-1-H_26_FR_IPHB_13806",,,,,,,,,,,,,,,,,,,,,23,,,,,,6,,0.2,,4,,,,,,0,,0.0,,19,,,,,,6,,0.2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_39_2636,"16","19830224_REZAR_ALJOSA_FR-1-H_26_FR_TFHB_93290",,,,,,,,,,,,,,,,,,,,,30,,,,,,8,,0.2,,2,,,,,,1,,0.3,,26,,,,,,7,,0.2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,1,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_39_2636,"01","19840113_IDRISSI_YASSINE_FR-1-H_26_FR_USAMNG_30918",,,,,,,,,,,,,,,,,,,,,6,,,,,,1,,0.2,,1,,,,,,1,,0.5,,3,,,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_39_2636,"12","19870930_MALINA_MILAN_FR-1-H_26_FR_TFHB_93290",,,,,,,,,,,,,,,,,,,,,12,,,,,,4,,0.3,,0,,,,,,1,,1.0,,10,,,,,,3,,0.2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_39_2636,"92","19920228_DESBONNET_REMI_FR-1-H_26_FR_USAMNG_30918",,,,,,,,,,,,,,,,,,,,,28,,,,,,8,,0.2,,3,,,,,,0,,0.0,,25,,,,,,8,,0.2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_40_2637,"16","19761102_OMEYER_THIERRY_FR-1-H_26_FR_PSGHB_75016",,,,,,,,,,,,,,,,,,,,,22,,,,,,16,,0.4,,1,,,,,,1,,0.5,,19,,,,,,15,,0.4,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_40_2637,"01","19790517_ANNONAY_PATRICE_FR-1-H_26_FR_PSGHB_75016",,,,,,,,,,,,,,,,,,,,,3,,,,,,2,,0.4,,0,,,,,,0,,,,3,,,,,,2,,0.4,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_26_40_2637,"12","19811226_GENTY_YANN_FR-1-H_26_FR_CSMBHB_73000",,,,,,,,,,,,,,,,,,,,,28,,,,,,7,,0.2,,4,,,,,,0,,0.0,,24,,,,,,7,,0.2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
